quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	.080068231	.12099673	.19184314	.25163314	.15013918
2	.33100969	.50723839	.56931663	.69968277	.56298381
3	.51923794	.68257052	.76367098	.84666497	.78317469
4	.65776539	.71653277	.81150156	.91260332	.87506175
All	.17389008	.33143461	.52560937	.76417029	.52804303
