quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	2.9970703	2.8366325	3.2679362	3.1240945	3.0306067
2	3.0991464	3.2886946	3.2653384	3.481689	3.2856398
3	3.3036413	3.8746753	3.6599414	3.7082963	3.6839895
4	2.6948266	3.7957423	3.0456686	3.6829302	3.4710805
All	3.0230379	3.0122232	3.3089242	3.3915076	3.1715004
