2003.585	952.3999	1490.588	841.6584	1269.056
8940.494	5004.909	4420.337	3306.854	4701.353
6770.287	7866.861	6088.713	4729.583	5874.681
16935.84	8427.344	8904.631	5579.812	8056.334
6973.886	4774.375	5157.564	3899.755	4844.594
