quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	.070245199	.11678723	.045086522	.20811811	.11219403
2	.45552424	.42101535	.58441186	.68290442	.55322284
3	.61882871	.69845986	.86116475	.796435	.77822375
4	.75833845	.80602431	.80772972	.9097507	.84892809
All	.31382233	.37758249	.51027405	.6356864	.49128857
