quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	5.4557052	4.8002524	4.9551287	4.764101	4.9199376
2	5.2192259	4.568408	4.4377317	4.6000781	4.5825953
3	5.0628281	4.7101116	4.6205802	4.4900599	4.569242
4	5	4.8259878	4.3762155	4.1853194	4.262579
All	5.2247081	4.676403	4.5558009	4.3815203	4.4961581
