quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	18.132896	16.052418	14.078831	13.988783	15.1787
2	26.026659	23.943935	28.444881	24.913685	25.848665
3	20.486563	27.401844	25.96974	26.129639	26.043242
4	30.044142	22.464476	25.321262	25.605057	25.444725
All	21.837263	22.279556	23.919683	24.861462	24.036627
