quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	23.318741	23.96594	27.472511	29.412237	25.903805
2	29.505634	33.698593	34.096607	38.622185	34.92762
3	26.094193	29.733492	34.102932	39.69722	36.173615
4	27.907393	29.948952	39.795082	42.452614	40.996498
All	24.853392	27.554249	32.515797	38.739193	33.195328
