quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	.073006503	.064134471	.15325204	.23967142	.12606037
2	.3383022	.48879832	.53651428	.67233759	.54570055
3	.45690152	.7425276	.76195973	.83276665	.7833814
4	1	.65130144	.83489382	.878555	.8574608
All	.17805278	.29254061	.5017426	.71953195	.51228803
