quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	0	9	12.873322	10	11.778687
2	17.207539	10.703667	18.842354	17.808205	16.20249
3	11	11.985516	14.959349	14.341914	14.154229
4	15	12.041048	13.927664	13.203642	13.282881
All	16.317465	11.279391	15.05667	15.21377	14.512115
