quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	22.819942	20.160934	21.175985	19.434912	20.782469
2	31.096354	28.81702	31.044798	30.893181	30.426634
3	27.275063	32.116257	29.910791	31.078583	30.690477
4	29.01898	27.048456	28.175615	29.257357	28.914221
All	26.45376	26.864353	27.977001	29.426676	28.458504
