quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1.8313048	1.8828769	2.3571041	2.2147248	2.0589888
2	1.8639035	2.5350771	2.0635967	1.8362187	2.1196787
3	1.4854723	1.6305504	1.8042352	1.9852768	1.8205427
4	0	1.9872872	2.2295592	2.6128626	2.4319797
All	1.8163943	1.9970549	2.2185926	2.1720235	2.0688865
