quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	5.2356648	5.4862137	5.2477932	5.0054955	5.2501874
2	4.9941287	4.6713958	4.6477952	4.6877589	4.6895351
3	4.9846377	4.8561687	4.585535	4.5382938	4.5995512
4	4.7117	4.7109075	4.5782557	4.3152614	4.3902698
All	5.0477943	4.8969798	4.6849251	4.4748621	4.6154704
