quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	2506.1067	4396.9419	1037.9104	0	2011.2183
2	8716.6484	9121.0518	20294.455	54293.609	31370.918
3	18011.125	16522.852	14110.768	14568.746	15280.385
4	13546.996	10414.417	22936.959	16106.112	17513.418
All	14101.324	11873.006	18910.768	25808.699	20685.227
