quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	2346.7136	1461.8879	1235.6344	2770.1187	1899.0946
2	5855.0093	5303.1328	6331.8237	7838.833	6698.9063
3	4961.8535	4487.4595	13408.501	7433.0264	9641.1641
4	2470.718	7677.4253	10273.9	10613.988	10319.86
All	4581.1162	4999.8311	10014.535	9051.3936	8820.7939
