quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	0	3.4086502	3.2867041	1.3252596	3.0026414
2	3.2072423	2.6817465	3.2775209	7.4364367	5.1133142
3	2.2818263	2.7836778	3.0220289	4.0870767	3.539072
4	1.388818	2.5445156	3.5294273	4.4186873	4.1608944
All	3.1124251	2.882056	3.2425487	5.1513038	4.1961594
