quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	0	0	0	0
2	17573.641	13975.113	15324.533	11132.625	14459.327
3	15808.409	17693.916	17848.324	14811.363	16822.813
4	17231.588	12087.681	23667.252	16764.146	17643.012
All	16102.747	14844.537	18192.57	13668.165	16167.27
