quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	0	2645.5967	1831.7994	0	1790.0898
2	8895.7334	23043.318	47454.227	11941.656	29554.242
3	10902.118	19127.922	18001.256	12048.152	14952.983
4	3696.99	10184.863	12143.512	17678.389	16405.205
All	9439.1387	18722.232	27855.4	15019.813	19591.074
