quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	573.32782	801.40344	858.25336	771.32092	766.84387
2	821.96625	739.70264	620.75854	615.10687	680.34955
3	692.97021	513.00342	605.06396	586.14972	591.79681
4	582.16443	617.97205	494.76593	628.42657	588.23145
All	725.77264	714.54639	657.08246	651.65521	676.00293
