quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	459.34897	1136.6093	406.98489	0	619.3302
2	2587.0898	4217.9634	5242.7021	5511.6167	4910.2539
3	4416.2349	5895.5449	5192.6631	7325.8882	6285.0786
4	5524.5957	7091.3594	7973.9751	6359.7656	6946.2793
All	4277.0957	5870.145	6179.5791	6476.5786	6112.9102
