quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1700.5934	0	0	0	1029.9207
2	4770.2314	2223.4707	5327.1704	2943.5823	3928.7703
3	2018.1071	5238.4419	4694.8408	2118.7874	3854.2949
4	5702.8496	6831.7876	9714.5557	6302.502	7504.5659
All	4118.8477	5132.2285	6247.0786	3604.8008	4948.1675
