quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	0	0	3709.9421	0	3407.7607
2	5871.9868	4355.2886	3667.3782	6760.335	5438.7949
3	0	0	2998.5415	3241.4299	2926.55
4	0	2267.374	2784.3899	5982.1494	4149.1143
All	5122.4116	3271.5828	2986.6694	5406.9375	4248.4429
