quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1218.6385	2724.5271	1299.8892	1443.3668	1922.2867
2	1009.5326	5271.6348	11756.137	7288.6191	8833.501
3	725.65973	1726.0157	10216.269	10923.1	10063.071
4	6306.4521	10481.19	5942.5283	17221.188	14700.783
All	2639.9009	6840.4688	9335.7148	13811.229	11368.906
