quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1190.1877	2197.9038	6989.3486	3518.0229	4316.0566
2	9018.9355	4123.915	14429.15	19020.451	14173.892
3	6233.7437	6526.5635	9562.8623	11758.018	10061.876
4	3898.6423	7369.0415	14806.327	21006.59	17273.848
All	5663.5767	5199.6294	11942.024	16470.047	12534.593
