quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	2.8583803	2.6917357	1.3894876	3.0470245	2.8196783
2	5.5426273	2.924639	1.8500127	5.9995074	4.4418426
3	2.436754	2.7619216	3.4686253	4.0606418	3.5801973
4	3.0711713	3.2438016	2.0665054	4.0337834	3.4391832
All	3.8699524	3.0220766	2.6188762	4.4954004	3.7338068
