quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	3608.6462	1704.2345	1299.1748	1380.2816	2339.2891
2	5564.3486	4376.5347	14604.499	5827.728	9418.4121
3	5373.4219	9705.6992	6149.4854	6504.4414	6852.228
4	24524.238	16631.775	9541.5049	14518.624	14869.48
All	11429.424	9537.9082	9787.1963	9626.3291	9920.625
