quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1209.267	438.96738	940.47095	2186.2751	1302.7094
2	2929.9941	6254.3257	8184.7607	4886.1182	6329.8472
3	3009.7236	6004.3633	6923.4248	4159.6724	5449.2158
4	3577.8884	3510.0508	2929.6711	4944.6567	4559.0107
All	2538.5623	5290.1021	6100.1602	4590.9653	5093.7383
