quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	0	0	228.41304	0	417.67154
2	650.11493	670.54608	865.96045	960.80707	790.31134
3	0	1200.156	775.32343	783.11359	806.54608
4	0	699.01672	972.42975	1182.855	986.64105
All	606.02655	755.63373	796.19305	928.61407	817.71771
