quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	938.5459	1081.9316	3618.7903	2563.8105	2339.5093
2	5371.4448	7413.0332	14384.202	14583.765	12444.88
3	12866.52	13580.276	12365.229	14068.901	13287.873
4	16776.73	16118.442	13548.665	20398.891	17586.064
All	13068.66	14145.733	13356.47	17069.531	15184.626
