quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	2500.2485	2315.4377	2726.5183	2071.261	2430.2607
2	7791.644	12842.413	8290.041	11786.382	10936.774
3	4383.6714	7638.7183	12698.797	14698.195	13285.489
4	12503.177	3976.5469	13530.077	16906.467	15994.098
All	6455.2061	9807.0547	11491.248	15353.398	13426.033
