quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	77.28936	0	0	796.16498
2	1480.3492	2110.2607	2213.2263	2361.2729	2102.5437
3	2187.4543	1901.748	4407.4375	6064.082	4596.7124
4	1695.5516	1608.1893	13570.9	2669.1257	5199.2949
All	1427.2532	1759.865	5935.8843	4226.7783	3849.2527
