quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	0	0	2960.4026	0	2715.2815
2	2110.2786	2027.6951	2537.9644	1860.6732	2078.6919
3	0	0	1650.5365	5697.0806	4235.6147
4	0	2424.8225	6570.5264	4315.813	4558.1035
All	2561.219	2164.4758	3675.9482	4210.8076	3547.1301
