quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1083.3114	2370.2466	910.03723	0	1377.1942
2	25945.762	2792.0764	6132.5225	8998.1924	11589.253
3	2826.2	4377.5186	6418.4614	5770.895	5610.8838
4	3128.9866	4555.8335	5989.8086	4245.8384	4793.4146
All	13860.69	3878.5901	5877.9482	5785.5488	6994.5298
