quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	2.1542635	1.8241864	2.0862501	2.6770995	2.2031484
2	1.5882279	1.7610028	1.5589651	2.2767382	1.8939339
3	1.093119	1.774282	1.837517	2.380161	1.992735
4	2.8443472	1.4541999	1.4646877	2.6769385	2.2388797
All	2.009932	1.7459329	1.840107	2.5271225	2.1121562
