quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	2635.4824	2674.5876	2466.6411	1865.2737	2379.5615
2	28183.643	5304.3179	12150.404	14068.945	15300.978
3	3303.8416	8319.2959	10434.33	10294.541	9809.1475
4	5194.6938	8570.373	14161.63	20535.221	16796.941
All	15421.316	7377.8418	12035.426	15913.22	13747.94
