quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1603.4011	2719.0425	2962.1121	1893.566	2429.5342
2	17286.344	7208.7134	11186.747	18906.957	14802.521
3	5900.7813	9593.9355	7358.208	11021.189	9462.7324
4	7625.2158	9893.5391	13211.839	22083.941	18017.371
All	9716.4092	7584.918	10596.953	17513.615	13636.62
