quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1745.8972	2144.4031	8704.877	2365.675	4901.6553
2	2933.1169	11662.758	9084.123	7446.749	9016.4287
3	9021.6475	3736.0017	8544.3047	30091.414	22303.584
4	0	1499.6377	13482.556	20390.768	18702.23
All	3653.6843	6980.7007	9901.4541	21088.127	15612.745
