quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	2370.707	3042.9619	2945.2183	2599.1013	2765.489
2	2451.4373	13444.803	9038.6465	8890.9287	10002.652
3	334.44003	6941.1318	11791.554	8344.7891	9533.5068
4	0	739.21869	26152.809	17553.291	19397.736
All	2293.5657	9512.2266	14889.748	13490.105	13169.842
