quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	714.25568	748.18622	793.72131	702.70898	739.08087
2	756.26801	552.43829	548.29919	649.74115	624.36676
3	662.09705	502.11636	574.43542	525.80426	552.26526
4	504.57312	321.91089	495.25729	547.10797	502.67685
All	703.75189	637.38727	649.30499	628.56152	653.23602
