quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	1462.4923	0	0	996.02802
2	600.51611	8293.8408	4993.5942	6637.9985	6483.3076
3	1792.8026	1690.3236	7158.5259	5907.9448	5610.5439
4	2343.0393	5331.168	5607.9878	1468.1605	4456.4102
All	1388.9401	5601.4951	5995.9102	5844.7783	5498.5083
