quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	0	1636.7189	1193.2327	79.860657	1145.6112
2	2466.7561	4797.8779	4786.8667	2668.7798	3796.2893
3	4772.9238	6260.334	2579.3435	3112.1377	3525.4094
4	1532.63	3238.3367	9358.6748	5884.145	6798.7119
All	3198.2681	4789.7637	5414.4639	3937.9285	4535.9873
