quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	6878.8442	7031.2622	6820.9492	7363.3057	7025.4673
2	4431.7471	5712.9131	4367.5303	5342.4512	5098.084
3	3800.8611	3977.042	5121.0068	3546.4238	4189.3315
4	4272.9717	3763.177	3627.103	3874.5439	3852.8423
All	5973.3154	6194.5674	5749.5962	5644.251	5884.4746
