quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	3349.9016	4029.1133	3414.6064	2398.3423	3340.063
2	5039.9385	13121.245	19564.666	14740.768	15384.613
3	11640.262	7821.1753	13558.653	13886.61	13338.565
4	4978.0542	25947.377	21662.418	19098.436	19796.916
All	6490.1895	13105.594	16503.936	17073.342	16209.441
