quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	4866.4282	1306.902	3161.8816	2182.8613	3117.2244
2	7336.2852	6321.5249	6172.603	8525.5557	7123.9263
3	5203.1367	11305.565	7694.8013	5430.917	7347.7397
4	26464.486	11507.358	13842.439	7650.3511	13075.998
All	11467.004	7925.9414	8774.8057	6527.4673	8385.4258
