quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	383.88553	3145.6914	3455.4763	2230.8962	2606.0967
2	4658.8018	8043.7837	11293.662	11489.49	10316.018
3	3196.5918	9892.0742	12230.521	9893.0244	10285.69
4	6419.334	14083.474	12322.944	25567.445	20072.4
All	3598.949	9243.1172	11330.914	17066.436	13303.897
