quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	2050.772	0	0	996.49585
2	11582.254	8601.3594	5463.7852	2583.8911	7210.0972
3	5541.085	3341.116	7458.6045	3231.4043	5171.9683
4	4123.9971	3261.6021	7718.1733	2471.2097	5007.6401
All	8160.7495	5578.7422	6798.7075	2880.2988	5720.9902
