quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1975.4248	2713.2979	2000.6539	1949.3077	2167.9961
2	2808.593	13305.917	28219.912	9626.0244	18178.947
3	5224.6641	4394.1318	8283.9141	5984.5449	6685.022
4	4215.5664	7863.7549	5720.1108	7766.2529	7453.7578
All	3242.2603	9184.958	14934.429	7184.6157	10105.842
