quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	7528.459	6028.3428	7356.3408	5753.4165	6736.9497
2	5378.9644	5131.3306	4853.2197	9023.1426	6476.8618
3	5176.3408	5055.8643	3799.9695	4512.4048	4346.853
4	2108.4888	5611.0938	4607.8867	5274.7017	5156.4761
All	6916.8965	5588.1392	5724.3511	6112.8525	6025.0889
