quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	8541.2178	8696.708	6728.5781	5225.6602	7921.9678
2	15582.049	9686.0977	4647.2607	8654.6338	9532.415
3	8112.4019	6430.9663	4780.7964	6901.478	6429.4463
4	4617.6875	6228.8682	4884.3877	6555.7485	5936.4375
All	10947.417	7921.6138	5088.856	7663.8984	7592.4595
