quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	4350.8359	2623.4565	2395.3323	1836.3322	2891.0527
2	28975.664	7650.7715	13569.832	18087.092	17311.73
3	11931.33	14176.357	12773.381	12708.641	12817.766
4	14493.951	20526.342	18078.91	20962.988	19569.521
All	18565.475	15350.29	15244.362	17809.447	16759.83
