quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	1695.6981	0	0	1134.0306
2	709.4552	6439.79	6498.7134	8848.082	6688.6406
3	2121.0308	2386.7224	4694.6221	728.75342	3081.6938
4	3533.269	4269.4946	6770.2803	2056.7817	4096.23
All	1973.8999	4631.9077	5276.605	5208.4746	4765.8223
