quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	995.41425	1295.1594	1919.0259	839.56635	1529.6716
2	4462.9473	9761.9043	8869.8926	6722.9893	7821.1343
3	5192.2524	3214.7524	10203.891	4790.0225	7162.9316
4	914.89984	3074.7554	4402.5034	10754.647	8661.6475
All	4613.9834	6738.6694	8604.0527	7501.4438	7622.1738
