quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	687.88086	461.07394	836.065	576.36597	653.53271
2	917.60406	877.47015	647.80054	771.65143	816.87958
3	621.78033	643.59546	532.98468	802.27606	702.34521
4	1310.1985	773.24335	571.76825	665.36096	724.14636
All	894.62946	821.52606	598.45587	784.16016	760.79523
