quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	6228.8823	7302.1802	11930.95	9632.3545	9811.2695
2	30302.006	9312.708	7327.8516	9253.7402	15103.896
3	6027.5894	4826.6216	5844.3076	7518.2397	6718.2383
4	5363.2524	9865.3184	6635.8228	6314.5137	7536.5771
All	21777.656	8861.9375	6861.2764	8600.6641	10779.909
