quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	2.4795325	2.5552802	3.5155628	2.0238874	2.7985492
2	1.5749135	2.507705	2.4821928	3.6273293	2.9006958
3	2.5539594	2.416445	2.7492595	2.7858868	2.7176623
4	1.7295411	3.1476653	2.5786178	3.7190747	3.4757557
All	2.4218457	2.6314247	2.8136573	3.3405044	3.0402753
