quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1120.7974	2749.8391	6909.2715	2116.4985	4205.5449
2	5297.8916	15637.194	15638.297	11014.361	13545.35
3	6835.0669	4191.1606	9333.0293	26299.859	19740.705
4	6133.0942	9391.5107	12035.251	18270.061	16923.533
All	4303.8052	9193.2148	11314.745	19415.24	15072.175
