quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	0	10762.569	10550.86	1533.9321	9428.6504
2	10045.679	7579.0293	10551.643	20085.908	14172.808
3	7063.9043	8578.5088	6984.5078	6676.9258	7052.0605
4	2830.8911	1758.6327	8802.1719	10101.18	9051.0156
All	9043.0566	8189.1758	9215.2432	12098.478	10429.655
