quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	1385.203	0	0	810.31543
2	1343.7559	7226.5864	5073.8682	6256.2822	6344.7793
3	3980.2568	1814.2782	6707.7861	7967.8071	6398.1533
4	4038.5908	5739.8921	12572.39	2467.9751	6956.6924
All	2242.5337	5509.3091	7549.8076	6961.8271	6371.6582
