quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	995.41425	2532.0359	2235.8601	779.01318	2021.6761
2	4279.542	9725.1162	10483.918	7664.8228	8783.3447
3	7012.5693	5973.7393	10872.318	6019.8848	8057.5698
4	2473.946	4209.4434	9936.6445	12412.705	10746.829
All	5485.6445	7462.6973	10254.55	8773.499	8941.0186
