quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	0	0	676.80151	577.65137
2	762.36255	1340.6018	4098.1221	9318.4941	6671.9097
3	0	0	11104.809	12382.928	11917.355
4	0	11281.542	5588.1362	13490.473	11803.96
All	3451.3433	9442.3711	7051.3359	12303.279	11008.768
