quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	900.57977	791.14453	695.69965	699.97168	773.57745
2	668.97791	667.82098	620.04242	636.75818	645.32184
3	575.28876	502.00446	601.54529	450.08685	524.05823
4	458.00403	494.21973	476.18274	414.44226	461.62827
All	787.25897	718.37677	657.86993	606.31323	683.75543
