quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	207.10754	1718.6271	357.61499	411.13922	943.90198
2	11199.105	8593.6963	8095.8032	5470.9878	8093.0029
3	5097.0664	4489.019	10763.104	5062.1606	7239.2339
4	3040.9612	3040.6377	9599.8555	12760.301	9196.3428
All	7805.5459	5812.1309	9505.1582	7481.3086	7899.6958
