quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	0	667.99951	718.81146	95.254517	629.98395
2	672.32617	671.30316	811.4707	719.41937	746.83392
3	600.26636	671.98047	678.03473	712.36908	689.45837
4	830.67285	426.8512	856.39795	686.09558	720.86163
All	692.7381	660.94189	782.16833	702.49579	722.53802
