quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	2799.2485	4350.0415	7841.6963	2304.5586	5143.4531
2	9284.4521	18836.973	16046.88	13692.539	15521.452
3	7755.8101	8451.4951	12199.251	27168.84	21169.783
4	4793.9512	25049.58	14064.805	22108.373	21115.959
All	6550.0039	13822.041	13128.519	22189.689	17972.592
