quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	2067.2383	2481.3965	0	0	1794.5649
2	5069.4946	4335.8789	9170.2432	6307.2739	6933.395
3	2236.3577	8588.3525	8133.2715	10311.825	8954.4775
4	0	4605.7402	7291.0156	2981.3396	5175.5317
All	3844.3511	5709.1377	8262.459	7924.4751	7396.7041
